FIP,STNAME,YEAR,MO,POP
16,Idaho,1985,11,"702,000   "
17,Illinois,1985,11,"8,649,000   "
18,Indiana,1985,11,"4,101,000   "
19,Iowa,1985,11,"2,145,000   "
20,Kansas,1985,11,"1,799,000   "
21,Kentucky,1985,11,"2,751,000   "
22,Louisiana,1985,11,"3,208,000   "
23,Maine,1985,11,"878,000   "
24,Maryland,1985,11,"3,359,000   "
25,Massachusetts,1985,11,"4,544,000   "
26,Michigan,1985,11,"6,816,000   "
27,Minnesota,1985,11,"3,135,000   "
28,Mississippi,1985,11,"1,868,000   "
29,Missouri,1985,11,"3,791,000   "
30,Montana,1985,11,"603,000   "
31,Nebraska,1985,11,"1,173,000   "
32,Nevada,1985,11,"728,000   "
33,New Hampshire,1985,11,"765,000   "
34,New Jersey,1985,11,"5,894,000   "
35,New Mexico,1985,11,"1,037,000   "
36,New York,1985,11,"13,697,000   "
51000,New York city,1985,11,"5,768,600   "
37,North Carolina,1985,11,"4,695,000   "
38,North Dakota,1985,11,"486,000   "
39,Ohio,1985,11,"8,085,000   "
40,Oklahoma,1985,11,"2,409,000   "
41,Oregon,1985,11,"2,035,000   "
42,Pennsylvania,1985,11,"9,214,000   "
44,Rhode Island,1985,11,"750,000   "
45,South Carolina,1985,11,"2,439,000   "
46,South Dakota,1985,11,"507,000   "
47,Tennessee,1985,11,"3,610,000   "
48,Texas,1985,11,"11,831,000   "
49,Utah,1985,11,"1,068,000   "
50,Vermont,1985,11,"404,000   "
51,Virginia,1985,11,"4,243,000   "
53,Washington,1985,11,"3,280,000   "
54,West Virginia,1985,11,"1,460,000   "
55,Wisconsin,1985,11,"3,579,000   "
56,Wyoming,1985,11,"358,000   "
01,Alabama,1985,12,"2,983,000   "
02,Alaska,1985,12,"347,000   "
04,Arizona,1985,12,"2,387,000   "
05,Arkansas,1985,12,"1,754,000   "
06,California,1985,12,"19,841,000   "
037,Los Angeles County,1985,12,"6,174,400   "
08,Colorado,1985,12,"2,400,000   "
09,Connecticut,1985,12,"2,478,000   "
10,Delaware,1985,12,"475,000   "
11,District of Columbia,1985,12,"482,000   "
12,Florida,1985,12,"9,027,000   "
13,Georgia,1985,12,"4,403,000   "
15,Hawaii,1985,12,"737,000   "
16,Idaho,1985,12,"703,000   "
17,Illinois,1985,12,"8,653,000   "
18,Indiana,1985,12,"4,103,000   "
19,Iowa,1985,12,"2,144,000   "
20,Kansas,1985,12,"1,802,000   "
21,Kentucky,1985,12,"2,752,000   "
22,Louisiana,1985,12,"3,210,000   "
23,Maine,1985,12,"878,000   "
24,Maryland,1985,12,"3,363,000   "
25,Massachusetts,1985,12,"4,546,000   "
26,Michigan,1985,12,"6,821,000   "
27,Minnesota,1985,12,"3,139,000   "
28,Mississippi,1985,12,"1,868,000   "
29,Missouri,1985,12,"3,795,000   "
30,Montana,1985,12,"602,000   "
31,Nebraska,1985,12,"1,174,000   "
32,Nevada,1985,12,"729,000   "
33,New Hampshire,1985,12,"767,000   "
34,New Jersey,1985,12,"5,902,000   "
35,New Mexico,1985,12,"1,040,000   "
36,New York,1985,12,"13,699,000   "
51000,New York city,1985,12,"5,773,300   "
37,North Carolina,1985,12,"4,700,000   "
38,North Dakota,1985,12,"486,000   "
39,Ohio,1985,12,"8,086,000   "
40,Oklahoma,1985,12,"2,411,000   "
41,Oregon,1985,12,"2,038,000   "
42,Pennsylvania,1985,12,"9,218,000   "
44,Rhode Island,1985,12,"751,000   "
45,South Carolina,1985,12,"2,441,000   "
46,South Dakota,1985,12,"508,000   "
47,Tennessee,1985,12,"3,612,000   "
48,Texas,1985,12,"11,847,000   "
49,Utah,1985,12,"1,069,000   "
50,Vermont,1985,12,"404,000   "
51,Virginia,1985,12,"4,250,000   "
53,Washington,1985,12,"3,287,000   "
54,West Virginia,1985,12,"1,460,000   "
55,Wisconsin,1985,12,"3,581,000   "
56,Wyoming,1985,12,"358,000   "
01,Alabama,1986,01,"2,986,000   "
02,Alaska,1986,01,"348,000   "
04,Arizona,1986,01,"2,393,000   "
05,Arkansas,1986,01,"1,755,000   "
06,California,1986,01,"19,875,000   "
037,Los Angeles County,1986,01,"6,187,300   "
08,Colorado,1986,01,"2,402,000   "
09,Connecticut,1986,01,"2,479,000   "
10,Delaware,1986,01,"476,000   "
11,District of Columbia,1986,01,"482,000   "
12,Florida,1986,01,"9,048,000   "
13,Georgia,1986,01,"4,410,000   "
15,Hawaii,1986,01,"738,000   "
16,Idaho,1986,01,"704,000   "
17,Illinois,1986,01,"8,657,000   "
18,Indiana,1986,01,"4,105,000   "
19,Iowa,1986,01,"2,143,000   "
20,Kansas,1986,01,"1,804,000   "
21,Kentucky,1986,01,"2,754,000   "
22,Louisiana,1986,01,"3,212,000   "
