FIP,STNAME,YEAR,MO,POP
48,Texas,1991,04,"12,757,622   "
49,Utah,1991,04,"1,192,175   "
50,Vermont,1991,04,"431,390   "
51,Virginia,1991,04,"4,700,042   "
53,Washington,1991,04,"3,740,891   "
54,West Virginia,1991,04,"1,407,024   "
55,Wisconsin,1991,04,"3,710,288   "
56,Wyoming,1991,04,"332,344   "
01,Alabama,1991,05,"3,109,635   "
02,Alaska,1991,05,"379,853   "
04,Arizona,1991,05,"2,841,324   "
05,Arkansas,1991,05,"1,800,000   "
06,California,1991,05,"22,738,556   "
037,Los Angeles County,1991,05,"6,724,553   "
08,Colorado,1991,05,"2,532,618   "
09,Connecticut,1991,05,"2,571,872   "
10,Delaware,1991,05,"520,293   "
11,District of Columbia,1991,05,"481,215   "
12,Florida,1991,05,"10,457,039   "
13,Georgia,1991,05,"4,962,185   "
15,Hawaii,1991,05,"824,230   "
16,Idaho,1991,05,"749,002   "
17,Illinois,1991,05,"8,757,232   "
18,Indiana,1991,05,"4,235,646   "
19,Iowa,1991,05,"2,101,578   "
20,Kansas,1991,05,"1,831,201   "
21,Kentucky,1991,05,"2,823,846   "
22,Louisiana,1991,05,"3,093,362   "
23,Maine,1991,05,"943,606   "
24,Maryland,1991,05,"3,715,019   "
25,Massachusetts,1991,05,"4,695,831   "
26,Michigan,1991,05,"7,064,896   "
27,Minnesota,1991,05,"3,303,646   "
28,Mississippi,1991,05,"1,912,732   "
29,Missouri,1991,05,"3,888,886   "
30,Montana,1991,05,"600,427   "
31,Nebraska,1991,05,"1,172,144   "
32,Nevada,1991,05,"991,735   "
33,New Hampshire,1991,05,"847,627   "
34,New Jersey,1991,05,"6,072,030   "
35,New Mexico,1991,05,"1,135,608   "
36,New York,1991,05,"14,094,375   "
51000,New York city,1991,05,"5,849,910   "
37,North Carolina,1991,05,"5,182,280   "
38,North Dakota,1991,05,"463,224   "
39,Ohio,1991,05,"8,289,799   "
40,Oklahoma,1991,05,"2,360,209   "
41,Oregon,1991,05,"2,237,598   "
42,Pennsylvania,1991,05,"9,252,370   "
44,Rhode Island,1991,05,"779,300   "
45,South Carolina,1991,05,"2,658,625   "
46,South Dakota,1991,05,"504,510   "
47,Tennessee,1991,05,"3,815,116   "
48,Texas,1991,05,"12,776,223   "
49,Utah,1991,05,"1,195,623   "
50,Vermont,1991,05,"432,414   "
51,Virginia,1991,05,"4,705,170   "
53,Washington,1991,05,"3,749,134   "
54,West Virginia,1991,05,"1,407,900   "
55,Wisconsin,1991,05,"3,713,743   "
56,Wyoming,1991,05,"332,365   "
01,Alabama,1991,06,"3,112,438   "
02,Alaska,1991,06,"380,845   "
04,Arizona,1991,06,"2,848,108   "
05,Arkansas,1991,06,"1,801,412   "
06,California,1991,06,"22,756,648   "
037,Los Angeles County,1991,06,"6,724,162   "
08,Colorado,1991,06,"2,537,595   "
09,Connecticut,1991,06,"2,571,335   "
10,Delaware,1991,06,"520,369   "
11,District of Columbia,1991,06,"479,581   "
12,Florida,1991,06,"10,480,394   "
13,Georgia,1991,06,"4,971,196   "
15,Hawaii,1991,06,"826,361   "
16,Idaho,1991,06,"751,002   "
17,Illinois,1991,06,"8,762,480   "
18,Indiana,1991,06,"4,239,213   "
19,Iowa,1991,06,"2,102,906   "
20,Kansas,1991,06,"1,831,213   "
21,Kentucky,1991,06,"2,825,896   "
22,Louisiana,1991,06,"3,094,383   "
23,Maine,1991,06,"943,583   "
24,Maryland,1991,06,"3,717,844   "
25,Massachusetts,1991,06,"4,693,821   "
26,Michigan,1991,06,"7,069,596   "
27,Minnesota,1991,06,"3,306,331   "
28,Mississippi,1991,06,"1,913,834   "
29,Missouri,1991,06,"3,890,468   "
30,Montana,1991,06,"601,393   "
31,Nebraska,1991,06,"1,173,388   "
32,Nevada,1991,06,"997,661   "
33,New Hampshire,1991,06,"847,723   "
34,New Jersey,1991,06,"6,073,208   "
35,New Mexico,1991,06,"1,137,820   "
36,New York,1991,06,"14,095,456   "
51000,New York city,1991,06,"5,849,240   "
37,North Carolina,1991,06,"5,190,768   "
38,North Dakota,1991,06,"463,296   "
39,Ohio,1991,06,"8,294,729   "
40,Oklahoma,1991,06,"2,361,398   "
41,Oregon,1991,06,"2,242,869   "
42,Pennsylvania,1991,06,"9,255,980   "
44,Rhode Island,1991,06,"779,789   "
45,South Carolina,1991,06,"2,662,603   "
46,South Dakota,1991,06,"504,599   "
47,Tennessee,1991,06,"3,819,711   "
48,Texas,1991,06,"12,795,824   "
49,Utah,1991,06,"1,199,072   "
50,Vermont,1991,06,"432,439   "
51,Virginia,1991,06,"4,709,298   "
53,Washington,1991,06,"3,758,378   "
54,West Virginia,1991,06,"1,407,777   "
55,Wisconsin,1991,06,"3,718,199   "
56,Wyoming,1991,06,"333,387   "
01,Alabama,1991,07,"3,116,240   "
02,Alaska,1991,07,"381,836   "
04,Arizona,1991,07,"2,855,892   "
05,Arkansas,1991,07,"1,803,824   "
06,California,1991,07,"22,772,739   "
037,Los Angeles County,1991,07,"6,723,471   "
08,Colorado,1991,07,"2,543,573   "
09,Connecticut,1991,07,"2,570,798   "
10,Delaware,1991,07,"521,445   "
11,District of Columbia,1991,07,"478,946   "
12,Florida,1991,07,"10,502,749   "
13,Georgia,1991,07,"4,979,207   "
15,Hawaii,1991,07,"827,492   "
16,Idaho,1991,07,"753,002   "
17,Illinois,1991,07,"8,767,729   "
18,Indiana,1991,07,"4,243,780   "
19,Iowa,1991,07,"2,103,234   "
20,Kansas,1991,07,"1,832,224   "
21,Kentucky,1991,07,"2,826,946   "
22,Louisiana,1991,07,"3,095,405   "
23,Maine,1991,07,"943,560   "
24,Maryland,1991,07,"3,720,669   "
25,Massachusetts,1991,07,"4,690,811   "
26,Michigan,1991,07,"7,074,296   "
27,Minnesota,1991,07,"3,310,016   "
28,Mississippi,1991,07,"1,914,936   "
29,Missouri,1991,07,"3,893,050   "
30,Montana,1991,07,"602,359   "
31,Nebraska,1991,07,"1,173,631   "
32,Nevada,1991,07,"1,003,587   "
33,New Hampshire,1991,07,"847,819   "
34,New Jersey,1991,07,"6,075,386   "
35,New Mexico,1991,07,"1,139,032   "
36,New York,1991,07,"14,094,537   "
51000,New York city,1991,07,"5,848,170   "
37,North Carolina,1991,07,"5,198,255   "
38,North Dakota,1991,07,"463,368   "
39,Ohio,1991,07,"8,298,658   "
40,Oklahoma,1991,07,"2,363,587   "
41,Oregon,1991,07,"2,247,139   "
42,Pennsylvania,1991,07,"9,259,590   "
44,Rhode Island,1991,07,"779,277   "
45,South Carolina,1991,07,"2,667,581   "
46,South Dakota,1991,07,"505,688   "
47,Tennessee,1991,07,"3,824,306   "
48,Texas,1991,07,"12,814,426   "
49,Utah,1991,07,"1,202,520   "
50,Vermont,1991,07,"432,463   "
51,Virginia,1991,07,"4,714,425   "
53,Washington,1991,07,"3,766,621   "
54,West Virginia,1991,07,"1,408,653   "
55,Wisconsin,1991,07,"3,722,654   "
56,Wyoming,1991,07,"333,408   "
01,Alabama,1991,08,"3,119,042   "
02,Alaska,1991,08,"382,828   "
04,Arizona,1991,08,"2,864,676   "
05,Arkansas,1991,08,"1,805,235   "
06,California,1991,08,"22,800,831   "
037,Los Angeles County,1991,08,"6,727,380   "
08,Colorado,1991,08,"2,549,550   "
09,Connecticut,1991,08,"2,570,262   "
10,Delaware,1991,08,"522,521   "
11,District of Columbia,1991,08,"478,312   "
12,Florida,1991,08,"10,520,104   "
13,Georgia,1991,08,"4,989,217   "
15,Hawaii,1991,08,"828,623   "
16,Idaho,1991,08,"755,003   "
17,Illinois,1991,08,"8,774,978   "
18,Indiana,1991,08,"4,247,348   "
19,Iowa,1991,08,"2,105,562   "
20,Kansas,1991,08,"1,834,236   "
21,Kentucky,1991,08,"2,829,996   "
22,Louisiana,1991,08,"3,097,426   "
23,Maine,1991,08,"944,537   "
24,Maryland,1991,08,"3,723,493   "
25,Massachusetts,1991,08,"4,690,801   "
26,Michigan,1991,08,"7,079,995   "
27,Minnesota,1991,08,"3,312,701   "
28,Mississippi,1991,08,"1,916,038   "
29,Missouri,1991,08,"3,895,631   "
30,Montana,1991,08,"603,325   "
31,Nebraska,1991,08,"1,174,875   "
32,Nevada,1991,08,"1,007,512   "
33,New Hampshire,1991,08,"847,914   "
34,New Jersey,1991,08,"6,077,565   "
35,New Mexico,1991,08,"1,141,245   "
36,New York,1991,08,"14,097,618   "
51000,New York city,1991,08,"5,848,900   "
37,North Carolina,1991,08,"5,204,742   "
38,North Dakota,1991,08,"463,440   "
39,Ohio,1991,08,"8,303,588   "
40,Oklahoma,1991,08,"2,365,776   "
41,Oregon,1991,08,"2,251,410   "
42,Pennsylvania,1991,08,"9,262,200   "
44,Rhode Island,1991,08,"779,765   "
45,South Carolina,1991,08,"2,670,559   "
46,South Dakota,1991,08,"505,777   "
47,Tennessee,1991,08,"3,828,902   "
48,Texas,1991,08,"12,835,027   "
49,Utah,1991,08,"1,206,968   "
50,Vermont,1991,08,"432,487   "
51,Virginia,1991,08,"4,720,553   "
53,Washington,1991,08,"3,774,864   "
54,West Virginia,1991,08,"1,409,530   "
55,Wisconsin,1991,08,"3,726,110   "
56,Wyoming,1991,08,"334,430   "
01,Alabama,1991,09,"3,122,844   "
02,Alaska,1991,09,"383,819   "
04,Arizona,1991,09,"2,873,460   "
05,Arkansas,1991,09,"1,807,647   "
06,California,1991,09,"22,830,922   "
037,Los Angeles County,1991,09,"6,731,689   "
08,Colorado,1991,09,"2,556,528   "
09,Connecticut,1991,09,"2,568,725   "
10,Delaware,1991,09,"522,597   "
11,District of Columbia,1991,09,"477,678   "
12,Florida,1991,09,"10,538,460   "
13,Georgia,1991,09,"4,999,228   "
15,Hawaii,1991,09,"829,754   "
16,Idaho,1991,09,"757,003   "
17,Illinois,1991,09,"8,783,227   "
18,Indiana,1991,09,"4,251,915   "
19,Iowa,1991,09,"2,107,890   "
20,Kansas,1991,09,"1,837,248   "
21,Kentucky,1991,09,"2,833,045   "
22,Louisiana,1991,09,"3,100,447   "
23,Maine,1991,09,"944,513   "
24,Maryland,1991,09,"3,725,318   "
25,Massachusetts,1991,09,"4,690,791   "
26,Michigan,1991,09,"7,085,695   "
27,Minnesota,1991,09,"3,316,386   "
28,Mississippi,1991,09,"1,918,140   "
29,Missouri,1991,09,"3,899,213   "
30,Montana,1991,09,"604,292   "
31,Nebraska,1991,09,"1,177,119   "
32,Nevada,1991,09,"1,011,438   "
33,New Hampshire,1991,09,"848,010   "
34,New Jersey,1991,09,"6,079,743   "
35,New Mexico,1991,09,"1,144,457   "
36,New York,1991,09,"14,101,699   "
51000,New York city,1991,09,"5,850,030   "
37,North Carolina,1991,09,"5,212,229   "
38,North Dakota,1991,09,"463,512   "
39,Ohio,1991,09,"8,308,517   "
40,Oklahoma,1991,09,"2,368,965   "
41,Oregon,1991,09,"2,255,680   "
42,Pennsylvania,1991,09,"9,265,810   "
44,Rhode Island,1991,09,"780,253   "
45,South Carolina,1991,09,"2,673,537   "
46,South Dakota,1991,09,"506,865   "
47,Tennessee,1991,09,"3,834,497   "
48,Texas,1991,09,"12,855,628   "
49,Utah,1991,09,"1,211,417   "
50,Vermont,1991,09,"432,512   "
51,Virginia,1991,09,"4,726,681   "
53,Washington,1991,09,"3,783,107   "
54,West Virginia,1991,09,"1,410,406   "
55,Wisconsin,1991,09,"3,730,565   "
56,Wyoming,1991,09,"334,451   "
01,Alabama,1991,10,"3,126,646   "
02,Alaska,1991,10,"385,810   "
04,Arizona,1991,10,"2,882,243   "
05,Arkansas,1991,10,"1,809,059   "
06,California,1991,10,"22,861,014   "
037,Los Angeles County,1991,10,"6,736,298   "
08,Colorado,1991,10,"2,563,505   "
09,Connecticut,1991,10,"2,568,188   "
10,Delaware,1991,10,"523,673   "
11,District of Columbia,1991,10,"478,043   "
12,Florida,1991,10,"10,555,815   "
13,Georgia,1991,10,"5,009,239   "
15,Hawaii,1991,10,"830,886   "
16,Idaho,1991,10,"759,003   "
17,Illinois,1991,10,"8,791,476   "
18,Indiana,1991,10,"4,257,483   "
19,Iowa,1991,10,"2,110,218   "
20,Kansas,1991,10,"1,839,260   "
21,Kentucky,1991,10,"2,836,095   "
22,Louisiana,1991,10,"3,102,468   "
23,Maine,1991,10,"944,490   "
24,Maryland,1991,10,"3,728,143   "
25,Massachusetts,1991,10,"4,690,781   "
26,Michigan,1991,10,"7,092,395   "
27,Minnesota,1991,10,"3,320,071   "
28,Mississippi,1991,10,"1,919,242   "
29,Missouri,1991,10,"3,901,794   "
30,Montana,1991,10,"605,258   "
31,Nebraska,1991,10,"1,178,363   "
32,Nevada,1991,10,"1,015,363   "
33,New Hampshire,1991,10,"848,106   "
34,New Jersey,1991,10,"6,082,921   "
35,New Mexico,1991,10,"1,146,669   "
36,New York,1991,10,"14,105,779   "
51000,New York city,1991,10,"5,851,260   "
37,North Carolina,1991,10,"5,218,716   "
38,North Dakota,1991,10,"464,584   "
39,Ohio,1991,10,"8,313,446   "
40,Oklahoma,1991,10,"2,371,153   "
41,Oregon,1991,10,"2,259,951   "
42,Pennsylvania,1991,10,"9,269,420   "
44,Rhode Island,1991,10,"779,742   "
45,South Carolina,1991,10,"2,676,515   "
46,South Dakota,1991,10,"506,954   "
47,Tennessee,1991,10,"3,839,092   "
48,Texas,1991,10,"12,876,230   "
49,Utah,1991,10,"1,215,865   "
50,Vermont,1991,10,"433,536   "
51,Virginia,1991,10,"4,733,808   "
53,Washington,1991,10,"3,791,350   "
54,West Virginia,1991,10,"1,411,283   "
55,Wisconsin,1991,10,"3,735,021   "
56,Wyoming,1991,10,"335,473   "
01,Alabama,1991,11,"3,129,448   "
02,Alaska,1991,11,"386,802   "
04,Arizona,1991,11,"2,891,027   "
05,Arkansas,1991,11,"1,811,471   "
06,California,1991,11,"22,887,105   "
037,Los Angeles County,1991,11,"6,739,607   "
08,Colorado,1991,11,"2,570,483   "
09,Connecticut,1991,11,"2,567,651   "
10,Delaware,1991,11,"523,750   "
11,District of Columbia,1991,11,"477,409   "
12,Florida,1991,11,"10,572,170   "
13,Georgia,1991,11,"5,018,250   "
15,Hawaii,1991,11,"832,017   "
16,Idaho,1991,11,"761,003   "
17,Illinois,1991,11,"8,797,725   "
18,Indiana,1991,11,"4,261,050   "
19,Iowa,1991,11,"2,111,546   "
20,Kansas,1991,11,"1,842,272   "
21,Kentucky,1991,11,"2,838,145   "
22,Louisiana,1991,11,"3,104,490   "
23,Maine,1991,11,"944,467   "
24,Maryland,1991,11,"3,729,967   "
25,Massachusetts,1991,11,"4,690,772   "
26,Michigan,1991,11,"7,097,095   "
27,Minnesota,1991,11,"3,322,756   "
28,Mississippi,1991,11,"1,920,343   "
29,Missouri,1991,11,"3,904,376   "
30,Montana,1991,11,"606,224   "
31,Nebraska,1991,11,"1,179,606   "
32,Nevada,1991,11,"1,019,289   "
33,New Hampshire,1991,11,"848,202   "
34,New Jersey,1991,11,"6,085,099   "
35,New Mexico,1991,11,"1,148,881   "
36,New York,1991,11,"14,106,860   "
51000,New York city,1991,11,"5,851,490   "
37,North Carolina,1991,11,"5,225,203   "
38,North Dakota,1991,11,"464,656   "
39,Ohio,1991,11,"8,317,376   "
40,Oklahoma,1991,11,"2,373,342   "
41,Oregon,1991,11,"2,263,221   "
42,Pennsylvania,1991,11,"9,271,030   "
44,Rhode Island,1991,11,"780,230   "
45,South Carolina,1991,11,"2,679,493   "
46,South Dakota,1991,11,"507,043   "
47,Tennessee,1991,11,"3,843,687   "
48,Texas,1991,11,"12,895,831   "
49,Utah,1991,11,"1,220,314   "
50,Vermont,1991,11,"433,561   "
51,Virginia,1991,11,"4,738,936   "
53,Washington,1991,11,"3,799,594   "
54,West Virginia,1991,11,"1,412,159   "
55,Wisconsin,1991,11,"3,739,476   "
56,Wyoming,1991,11,"335,494   "
01,Alabama,1991,12,"3,132,250   "
02,Alaska,1991,12,"387,793   "
04,Arizona,1991,12,"2,898,811   "
05,Arkansas,1991,12,"1,812,883   "
06,California,1991,12,"22,910,197   "
037,Los Angeles County,1991,12,"6,742,116   "
08,Colorado,1991,12,"2,576,460   "
09,Connecticut,1991,12,"2,566,114   "
10,Delaware,1991,12,"524,826   "
11,District of Columbia,1991,12,"476,775   "
12,Florida,1991,12,"10,587,525   "
13,Georgia,1991,12,"5,026,261   "
15,Hawaii,1991,12,"833,148   "
16,Idaho,1991,12,"763,003   "
17,Illinois,1991,12,"8,802,974   "
18,Indiana,1991,12,"4,264,617   "
19,Iowa,1991,12,"2,113,874   "
20,Kansas,1991,12,"1,844,284   "
21,Kentucky,1991,12,"2,840,195   "
22,Louisiana,1991,12,"3,106,511   "
23,Maine,1991,12,"944,444   "
24,Maryland,1991,12,"3,731,792   "
25,Massachusetts,1991,12,"4,689,762   "
26,Michigan,1991,12,"7,100,794   "
27,Minnesota,1991,12,"3,325,441   "
28,Mississippi,1991,12,"1,921,445   "
29,Missouri,1991,12,"3,905,957   "
30,Montana,1991,12,"606,190   "
31,Nebraska,1991,12,"1,180,850   "
32,Nevada,1991,12,"1,022,215   "
33,New Hampshire,1991,12,"848,297   "
34,New Jersey,1991,12,"6,086,278   "
35,New Mexico,1991,12,"1,151,094   "
36,New York,1991,12,"14,106,941   "
51000,New York city,1991,12,"5,851,020   "
37,North Carolina,1991,12,"5,229,690   "
38,North Dakota,1991,12,"464,728   "
39,Ohio,1991,12,"8,319,305   "
40,Oklahoma,1991,12,"2,375,531   "
41,Oregon,1991,12,"2,266,492   "
42,Pennsylvania,1991,12,"9,272,640   "
44,Rhode Island,1991,12,"779,718   "
45,South Carolina,1991,12,"2,681,471   "
46,South Dakota,1991,12,"508,132   "
47,Tennessee,1991,12,"3,847,282   "
48,Texas,1991,12,"12,912,432   "
49,Utah,1991,12,"1,223,762   "
50,Vermont,1991,12,"433,585   "
51,Virginia,1991,12,"4,744,064   "
53,Washington,1991,12,"3,806,837   "
54,West Virginia,1991,12,"1,412,036   "
55,Wisconsin,1991,12,"3,741,932   "
56,Wyoming,1991,12,"336,515   "
01,Alabama,1992,01,"3,134,052   "
02,Alaska,1992,01,"388,784   "
04,Arizona,1992,01,"2,906,595   "
05,Arkansas,1992,01,"1,814,294   "
06,California,1992,01,"22,934,288   "
037,Los Angeles County,1992,01,"6,744,825   "
08,Colorado,1992,01,"2,582,438   "
09,Connecticut,1992,01,"2,564,577   "
10,Delaware,1992,01,"524,902   "
11,District of Columbia,1992,01,"476,140   "
12,Florida,1992,01,"10,602,880   "
13,Georgia,1992,01,"5,035,272   "
15,Hawaii,1992,01,"834,279   "
16,Idaho,1992,01,"764,003   "
17,Illinois,1992,01,"8,808,223   "
18,Indiana,1992,01,"4,268,185   "
19,Iowa,1992,01,"2,115,203   "
20,Kansas,1992,01,"1,846,295   "
21,Kentucky,1992,01,"2,842,245   "
22,Louisiana,1992,01,"3,108,532   "
23,Maine,1992,01,"944,421   "
24,Maryland,1992,01,"3,733,617   "
25,Massachusetts,1992,01,"4,688,752   "
26,Michigan,1992,01,"7,105,494   "
27,Minnesota,1992,01,"3,328,126   "
28,Mississippi,1992,01,"1,922,547   "
29,Missouri,1992,01,"3,907,539   "
30,Montana,1992,01,"607,157   "
31,Nebraska,1992,01,"1,182,094   "
32,Nevada,1992,01,"1,026,140   "
33,New Hampshire,1992,01,"848,393   "
34,New Jersey,1992,01,"6,087,456   "
35,New Mexico,1992,01,"1,152,306   "
36,New York,1992,01,"14,107,022   "
51000,New York city,1992,01,"5,850,650   "
37,North Carolina,1992,01,"5,235,177   "
38,North Dakota,1992,01,"464,800   "
39,Ohio,1992,01,"8,322,234   "
40,Oklahoma,1992,01,"2,377,720   "
41,Oregon,1992,01,"2,270,762   "
42,Pennsylvania,1992,01,"9,273,250   "
44,Rhode Island,1992,01,"779,207   "
45,South Carolina,1992,01,"2,684,449   "
46,South Dakota,1992,01,"508,221   "
47,Tennessee,1992,01,"3,851,877   "
48,Texas,1992,01,"12,930,034   "
49,Utah,1992,01,"1,228,211   "
50,Vermont,1992,01,"433,609   "
51,Virginia,1992,01,"4,749,191   "
53,Washington,1992,01,"3,815,080   "
54,West Virginia,1992,01,"1,412,912   "
55,Wisconsin,1992,01,"3,745,387   "
56,Wyoming,1992,01,"336,537   "
01,Alabama,1992,02,"3,136,854   "
02,Alaska,1992,02,"389,776   "
04,Arizona,1992,02,"2,914,379   "
05,Arkansas,1992,02,"1,815,706   "
06,California,1992,02,"22,954,380   "
037,Los Angeles County,1992,02,"6,746,434   "
08,Colorado,1992,02,"2,588,415   "
09,Connecticut,1992,02,"2,563,040   "
10,Delaware,1992,02,"525,978   "
11,District of Columbia,1992,02,"475,506   "
12,Florida,1992,02,"10,616,236   "
13,Georgia,1992,02,"5,043,283   "
15,Hawaii,1992,02,"835,410   "
16,Idaho,1992,02,"766,003   "
17,Illinois,1992,02,"8,813,472   "
18,Indiana,1992,02,"4,270,752   "
19,Iowa,1992,02,"2,116,531   "
20,Kansas,1992,02,"1,848,307   "
21,Kentucky,1992,02,"2,844,294   "
22,Louisiana,1992,02,"3,109,554   "
23,Maine,1992,02,"944,398   "
24,Maryland,1992,02,"3,734,441   "
25,Massachusetts,1992,02,"4,686,742   "
26,Michigan,1992,02,"7,108,194   "
27,Minnesota,1992,02,"3,329,812   "
28,Mississippi,1992,02,"1,922,649   "
29,Missouri,1992,02,"3,909,120   "
30,Montana,1992,02,"608,123   "
31,Nebraska,1992,02,"1,182,338   "
32,Nevada,1992,02,"1,030,066   "
33,New Hampshire,1992,02,"848,489   "
34,New Jersey,1992,02,"6,087,634   "
35,New Mexico,1992,02,"1,154,518   "
36,New York,1992,02,"14,105,103   "
51000,New York city,1992,02,"5,849,480   "
37,North Carolina,1992,02,"5,240,664   "
38,North Dakota,1992,02,"464,872   "
39,Ohio,1992,02,"8,324,164   "
40,Oklahoma,1992,02,"2,378,909   "
41,Oregon,1992,02,"2,274,033   "
42,Pennsylvania,1992,02,"9,272,860   "
44,Rhode Island,1992,02,"779,695   "
45,South Carolina,1992,02,"2,686,427   "
46,South Dakota,1992,02,"508,310   "
47,Tennessee,1992,02,"3,854,472   "
48,Texas,1992,02,"12,945,635   "
49,Utah,1992,02,"1,231,659   "
50,Vermont,1992,02,"433,634   "
51,Virginia,1992,02,"4,753,319   "
53,Washington,1992,02,"3,821,323   "
54,West Virginia,1992,02,"1,412,789   "
55,Wisconsin,1992,02,"3,748,843   "
56,Wyoming,1992,02,"337,558   "
01,Alabama,1992,03,"3,139,656   "
02,Alaska,1992,03,"390,767   "
04,Arizona,1992,03,"2,923,162   "
05,Arkansas,1992,03,"1,817,118   "
06,California,1992,03,"22,978,471   "
037,Los Angeles County,1992,03,"6,749,143   "
08,Colorado,1992,03,"2,594,393   "
09,Connecticut,1992,03,"2,561,503   "
10,Delaware,1992,03,"526,054   "
11,District of Columbia,1992,03,"474,871   "
12,Florida,1992,03,"10,631,591   "
13,Georgia,1992,03,"5,052,294   "
15,Hawaii,1992,03,"836,541   "
16,Idaho,1992,03,"768,003   "
17,Illinois,1992,03,"8,818,721   "
18,Indiana,1992,03,"4,274,319   "
19,Iowa,1992,03,"2,117,859   "
20,Kansas,1992,03,"1,850,319   "
21,Kentucky,1992,03,"2,846,344   "
22,Louisiana,1992,03,"3,111,575   "
23,Maine,1992,03,"944,374   "
24,Maryland,1992,03,"3,736,266   "
25,Massachusetts,1992,03,"4,685,732   "
26,Michigan,1992,03,"7,111,894   "
27,Minnesota,1992,03,"3,332,497   "
28,Mississippi,1992,03,"1,923,751   "
29,Missouri,1992,03,"3,910,702   "
30,Montana,1992,03,"609,089   "
31,Nebraska,1992,03,"1,183,581   "
32,Nevada,1992,03,"1,032,992   "
33,New Hampshire,1992,03,"848,585   "
34,New Jersey,1992,03,"6,088,812   "
35,New Mexico,1992,03,"1,156,730   "
36,New York,1992,03,"14,105,184   "
51000,New York city,1992,03,"5,849,210   "
37,North Carolina,1992,03,"5,245,151   "
38,North Dakota,1992,03,"464,944   "
39,Ohio,1992,03,"8,327,093   "
40,Oklahoma,1992,03,"2,381,097   "
41,Oregon,1992,03,"2,277,303   "
42,Pennsylvania,1992,03,"9,273,470   "
44,Rhode Island,1992,03,"779,183   "
45,South Carolina,1992,03,"2,688,405   "
46,South Dakota,1992,03,"509,398   "
47,Tennessee,1992,03,"3,859,067   "
48,Texas,1992,03,"12,963,237   "
49,Utah,1992,03,"1,235,107   "
50,Vermont,1992,03,"433,658   "
51,Virginia,1992,03,"4,758,446   "
53,Washington,1992,03,"3,829,566   "
54,West Virginia,1992,03,"1,413,665   "
55,Wisconsin,1992,03,"3,752,298   "
56,Wyoming,1992,03,"337,580   "
01,Alabama,1992,04,"3,142,458   "
02,Alaska,1992,04,"391,759   "
04,Arizona,1992,04,"2,930,946   "
05,Arkansas,1992,04,"1,818,530   "
06,California,1992,04,"23,004,563   "
037,Los Angeles County,1992,04,"6,752,452   "
08,Colorado,1992,04,"2,601,370   "
09,Connecticut,1992,04,"2,559,966   "
10,Delaware,1992,04,"527,130   "
11,District of Columbia,1992,04,"474,237   "
12,Florida,1992,04,"10,646,946   "
13,Georgia,1992,04,"5,061,304   "
15,Hawaii,1992,04,"837,672   "
16,Idaho,1992,04,"770,004   "
17,Illinois,1992,04,"8,824,970   "
18,Indiana,1992,04,"4,277,887   "
19,Iowa,1992,04,"2,120,187   "
20,Kansas,1992,04,"1,852,331   "
21,Kentucky,1992,04,"2,848,394   "
22,Louisiana,1992,04,"3,113,596   "
23,Maine,1992,04,"944,351   "
24,Maryland,1992,04,"3,738,091   "
25,Massachusetts,1992,04,"4,684,722   "
26,Michigan,1992,04,"7,116,593   "
27,Minnesota,1992,04,"3,336,182   "
28,Mississippi,1992,04,"1,924,853   "
29,Missouri,1992,04,"3,913,284   "
30,Montana,1992,04,"610,056   "
31,Nebraska,1992,04,"1,184,825   "
32,Nevada,1992,04,"1,036,917   "
33,New Hampshire,1992,04,"848,680   "
34,New Jersey,1992,04,"6,090,991   "
35,New Mexico,1992,04,"1,158,943   "
36,New York,1992,04,"14,106,265   "
51000,New York city,1992,04,"5,849,340   "
37,North Carolina,1992,04,"5,251,638   "
38,North Dakota,1992,04,"465,016   "
39,Ohio,1992,04,"8,331,023   "
40,Oklahoma,1992,04,"2,383,286   "
41,Oregon,1992,04,"2,281,574   "
42,Pennsylvania,1992,04,"9,276,080   "
44,Rhode Island,1992,04,"779,671   "
45,South Carolina,1992,04,"2,691,383   "
46,South Dakota,1992,04,"509,487   "
47,Tennessee,1992,04,"3,863,662   "
48,Texas,1992,04,"12,981,838   "
49,Utah,1992,04,"1,239,556   "
50,Vermont,1992,04,"433,682   "
51,Virginia,1992,04,"4,764,574   "
53,Washington,1992,04,"3,836,810   "
54,West Virginia,1992,04,"1,413,542   "
55,Wisconsin,1992,04,"3,755,754   "
56,Wyoming,1992,04,"338,601   "
01,Alabama,1992,05,"3,145,260   "
02,Alaska,1992,05,"393,750   "
04,Arizona,1992,05,"2,939,730   "
05,Arkansas,1992,05,"1,819,941   "
06,California,1992,05,"23,029,654   "
037,Los Angeles County,1992,05,"6,755,461   "
08,Colorado,1992,05,"2,607,348   "
09,Connecticut,1992,05,"2,558,429   "
10,Delaware,1992,05,"527,206   "
11,District of Columbia,1992,05,"473,603   "
12,Florida,1992,05,"10,663,301   "
13,Georgia,1992,05,"5,070,315   "
15,Hawaii,1992,05,"838,804   "
16,Idaho,1992,05,"772,004   "
17,Illinois,1992,05,"8,831,219   "
18,Indiana,1992,05,"4,281,454   "
19,Iowa,1992,05,"2,121,515   "
20,Kansas,1992,05,"1,854,343   "
21,Kentucky,1992,05,"2,850,444   "
22,Louisiana,1992,05,"3,115,618   "
23,Maine,1992,05,"944,328   "
24,Maryland,1992,05,"3,739,915   "
25,Massachusetts,1992,05,"4,683,712   "
